id,neighbourhood_group_cleansed,room_type,instant_bookable,accommodates,bathrooms,bedrooms,beds,host_total_listings_count,distance_to_center,price,ln_price
14472272,Brooklyn,Entire home/apt,True,6,1.0,2.0,2.0,22.0,7.881269703263841,132.0,4.890349128221754
14228589,Brooklyn,Private room,False,1,1.0,1.0,1.0,11.0,12.47088553582215,73.0,4.30406509320417
14237397,Queens,Private room,False,1,2.5,1.0,1.0,8.0,4.897329292207986,60.0,4.110873864173311
14262383,Queens,Entire home/apt,False,2,1.0,1.0,1.0,4.0,18.550396491903342,140.0,4.948759890378168
14275887,Queens,Entire home/apt,False,3,1.0,1.0,1.0,1.0,16.587682184264796,150.0,5.017279836814924
14485372,Manhattan,Entire home/apt,False,5,1.0,2.0,3.0,2.0,4.364270881865662,225.0,5.420534999272286
14485877,Brooklyn,Private room,True,1,2.0,1.0,1.0,5.0,14.075641285273306,43.0,3.784189633918261
14489615,Queens,Entire home/apt,True,2,1.0,1.0,2.0,2.0,19.850054687601574,301.0,5.71042701737487
14507274,Manhattan,Entire home/apt,False,2,1.0,1.0,2.0,1.0,3.674429869211132,290.0,5.673323267171493
14519882,Manhattan,Entire home/apt,False,2,1.0,0.0,2.0,6.0,0.7781924729002088,118.0,4.77912349311153
14529806,Manhattan,Entire home/apt,False,2,1.0,0.0,1.0,4.0,6.264569927964865,126.0,4.844187086458591
14281526,Queens,Entire home/apt,False,2,1.0,2.0,2.0,3.0,21.44581145315721,150.0,5.017279836814924
14281865,Brooklyn,Entire home/apt,False,2,1.0,2.0,2.0,4.0,10.159496062743163,105.0,4.663439094112067
14296598,Brooklyn,Entire home/apt,False,2,1.0,1.0,1.0,2.0,4.967111596208042,225.0,5.420534999272286
14316284,Manhattan,Entire home/apt,False,2,1.0,1.0,1.0,5.0,3.472730006274148,183.0,5.214935757608986
14557504,Brooklyn,Private room,True,3,1.0,1.0,2.0,12.0,9.659285682460226,177.0,5.181783550292085
14575138,Bronx,Private room,False,1,1.0,1.0,1.0,3.0,9.860543621238778,52.0,3.970291913552122
14318774,Queens,Entire home/apt,False,4,1.0,1.0,2.0,5.0,11.269459618010144,150.0,5.017279836814924
14322869,Queens,Private room,False,2,1.0,1.0,3.0,1.0,4.954494847208453,122.0,4.812184355372417
14339989,Manhattan,Entire home/apt,False,2,1.0,1.0,1.0,1.0,2.1446174788363126,237.0,5.472270673671475
14340142,Brooklyn,Private room,False,2,1.0,1.0,1.0,3.0,9.116368270226106,199.0,5.298317366548036
14588156,Brooklyn,Entire home/apt,False,4,1.0,1.0,1.0,1.0,10.22341223477509,130.0,4.875197323201151
14595903,Brooklyn,Private room,False,4,1.5,1.0,2.0,4.0,8.221741116275734,150.0,5.017279836814924
14609199,Manhattan,Private room,False,1,1.0,1.0,1.0,5.0,7.641007216596814,42.0,3.7612001156935624
14616377,Brooklyn,Entire home/apt,False,4,1.0,2.0,2.0,2.0,8.601007666514162,151.0,5.0238805208462765
14619860,Manhattan,Entire home/apt,False,2,1.0,1.0,2.0,3.0,4.969846432910406,423.0,6.049733455231958
14341397,Queens,Private room,False,2,1.0,1.0,2.0,1.0,6.38756303060582,116.0,4.762173934797756
14348580,Brooklyn,Private room,False,2,1.0,1.0,1.0,3.0,4.612321914849927,80.0,4.394449154672439
14351693,Brooklyn,Private room,False,1,1.0,1.0,1.0,3.0,10.177369656892093,62.0,4.143134726391533
14625676,Brooklyn,Entire home/apt,False,6,2.0,3.0,3.0,2.0,9.945142062412968,500.0,6.2166061010848646
14628080,Manhattan,Entire home/apt,False,2,1.0,0.0,1.0,4.0,6.233093417154586,160.0,5.081404364984463
14661553,Brooklyn,Private room,False,2,1.0,1.0,1.0,2.0,8.774091687966353,183.0,5.214935757608986
14359772,Brooklyn,Private room,False,2,1.0,1.0,2.0,3.0,8.023110472945337,55.0,4.02535169073515
14696141,Brooklyn,Private room,False,1,1.5,1.0,1.0,4.0,8.22221960348599,82.0,4.418840607796598
14696542,Brooklyn,Private room,False,1,1.0,1.0,1.0,1.0,7.5116014839663325,61.0,4.127134385045092
14707648,Queens,Entire home/apt,False,2,1.0,1.0,2.0,5.0,23.824049931370357,79.0,4.382026634673881
14710763,Brooklyn,Private room,False,2,1.0,1.0,2.0,1.0,7.624052809133774,148.0,5.003946305945459
14686840,Queens,Private room,False,1,1.0,1.0,1.0,58.0,17.748532955729093,39.0,3.6888794541139363
14686954,Queens,Private room,False,3,1.0,1.0,1.0,5.0,8.480699432820838,78.0,4.3694478524670215
14692459,Manhattan,Entire home/apt,False,4,1.0,2.0,3.0,85.0,4.24619325277302,155.0,5.049856007249537
15037251,Manhattan,Private room,False,2,1.0,1.0,1.0,3.0,1.55746754406913,99.0,4.605170185988092
14728630,Brooklyn,Entire home/apt,False,3,1.0,1.0,2.0,3.0,9.843625424966685,116.0,4.762173934797756
15038469,Brooklyn,Private room,False,1,1.0,1.0,1.0,2.0,9.75344580964026,91.0,4.5217885770490405
15083571,Manhattan,Entire home/apt,False,6,1.0,2.0,5.0,20.0,0.9258358070577358,160.0,5.081404364984463
15083823,Brooklyn,Private room,False,2,1.0,1.0,1.0,3.0,9.211579517009314,110.0,4.709530201312334
15095589,Brooklyn,Private room,False,1,1.5,1.0,1.0,3.0,11.457775193462627,84.0,4.442651256490317
14787179,Brooklyn,Private room,False,2,1.0,1.0,1.0,1.0,6.330025217206771,95.0,4.564348191467836
15115382,Brooklyn,Private room,True,2,1.0,0.0,1.0,1.0,9.47722110040591,91.0,4.5217885770490405
15124396,Manhattan,Entire home/apt,False,5,1.0,2.0,3.0,85.0,4.003425739153848,194.0,5.272999558563747
15141938,Manhattan,Private room,False,2,1.0,1.0,1.0,3.0,1.6620606294209483,296.0,5.6937321388027
14838161,Manhattan,Entire home/apt,False,2,1.0,0.0,1.0,261.0,4.379703595673248,135.0,4.912654885736052
14839995,Brooklyn,Private room,False,4,1.0,3.0,3.0,4.0,9.76282229526974,333.0,5.811140992976701
14843553,Manhattan,Entire home/apt,False,2,1.0,0.0,1.0,1.0,1.3037339436875757,259.0,5.560681631015528
14858777,Manhattan,Private room,False,2,1.0,1.0,1.0,5.0,6.985675753655969,64.0,4.174387269895637
15159731,Manhattan,Entire home/apt,False,2,1.0,0.0,1.0,387.0,1.9500369406576683,132.0,4.890349128221754
15188621,Brooklyn,Entire home/apt,False,2,1.0,1.0,1.0,6.0,8.882661062713362,121.0,4.804021044733257
15206272,Brooklyn,Private room,False,1,1.0,1.0,1.0,2.0,9.759298221996396,51.0,3.9512437185814275
14864014,Brooklyn,Entire home/apt,False,3,1.0,1.0,1.0,38.0,10.17177503313771,163.0,5.099866427824199
14869215,Manhattan,Entire home/apt,False,2,1.0,1.0,2.0,3.0,4.183655406688107,128.0,4.859812404361672
15234773,Manhattan,Private room,False,1,1.0,1.0,1.0,4.0,2.8608510288527476,95.0,4.564348191467836
15247262,Brooklyn,Entire home/apt,False,2,1.0,1.0,1.0,2.0,9.248923807840937,264.0,5.579729825986222
14872249,Manhattan,Entire home/apt,False,1,1.5,1.0,2.0,1.0,3.298539029313975,144.0,4.976733742420574
14882046,Manhattan,Entire home/apt,False,2,1.0,1.0,2.0,2.0,6.2902001368669325,145.0,4.983606621708336
14882309,Brooklyn,Private room,True,3,1.0,1.0,1.0,7.0,13.34614523768848,76.0,4.343805421853684
14892623,Staten Island,Entire home/apt,False,2,1.0,1.0,1.0,1.0,20.149367226750716,86.0,4.465908118654584
14911767,Brooklyn,Entire home/apt,False,5,1.0,2.0,3.0,1.0,9.912058265544365,350.0,5.860786223465865
14918238,Brooklyn,Private room,False,2,1.0,1.0,1.0,1.0,8.596776203549755,71.0,4.276666119016055
15250168,Brooklyn,Private room,False,1,1.0,1.0,2.0,13.0,6.3240737775437,69.0,4.248495242049359
15257524,Brooklyn,Private room,True,1,1.0,1.0,1.0,6.0,10.504549646587943,43.0,3.784189633918261
