,accommodates,price,host_total_listings_count,review_scores_rating,latitude,longitude,availability_365,distance_to_center,instant_bookable,room_type
16499,4.0,302.0,56.0,4.7,40.74617,-73.98684,1,4.054437723311209,f,Entire home/apt
16501,2.0,466.0,5.0,4.86,40.753011,-73.995934,181,4.559084677998437,t,Entire home/apt
16502,2.0,437.0,5.0,4.0,40.753011,-73.995934,275,4.559084677998437,t,Entire home/apt
16503,2.0,193.0,2.0,4.79,40.72956,-74.00513,57,1.8731079883201474,t,Entire home/apt
16513,2.0,263.0,132.0,5.0,40.77146,-73.95834,365,7.666959160656976,f,Entire home/apt
16515,2.0,957.0,1.0,4.86,40.59924,-73.96201,346,13.153956404514629,f,Entire home/apt
16517,3.0,129.0,1.0,4.65,40.80028,-73.93647,240,11.361760488429978,f,Entire home/apt
16518,2.0,60.0,35.0,5.0,40.68896,-73.93776,364,6.331832202618967,f,Private room
16525,5.0,120.0,1.0,4.84,40.73987,-73.92737,75,7.282080842787628,f,Entire home/apt
16526,4.0,100.0,9.0,4.54,40.7609,-73.87744,350,12.084921132476461,t,Private room
16527,2.0,38.0,44.0,4.25,40.68648,-73.9155,336,8.169680072647788,f,Private room
16528,5.0,149.0,4.0,4.75,40.66842,-73.89919,89,10.266185200997834,f,Entire home/apt
16529,1.0,50.0,1569.0,4.86,40.71074,-73.96771,365,3.236145490707747,f,Private room
16530,1.0,46.0,1569.0,4.86,40.69318,-73.9111,365,8.291063875904491,f,Private room
16532,2.0,125.0,4.0,3.33,40.71873,-73.95662,352,4.216220616609498,f,Entire home/apt
16533,2.0,233.0,132.0,4.6,40.77327,-73.94802,365,8.318111390310131,f,Entire home/apt
16534,8.0,273.0,56.0,4.66,40.74752,-73.98675,2,4.195464534595273,t,Private room
16536,2.0,140.0,2.0,4.71,40.80132,-73.95236,268,10.838156226778873,f,Private room
16537,2.0,75.0,35.0,3.5,40.68997,-73.93709,364,6.337485930789306,f,Private room
16538,3.0,395.0,13.0,4.94,40.77417731521107,-73.95259945578265,365,8.181571887078444,f,Entire home/apt
16539,4.0,462.0,5.0,5.0,40.753011,-73.995934,124,4.559084677998437,t,Entire home/apt
16540,2.0,179.0,387.0,4.94,40.74177551269531,-73.97706604003906,151,4.047624027979217,f,Entire home/apt
16541,4.0,505.0,5.0,4.86,40.76778789999999,-73.99174099999999,119,6.239363727242214,t,Entire home/apt
16542,2.0,442.0,5.0,5.0,40.7552873,-73.9678204,275,5.722947818920235,t,Entire home/apt
16544,6.0,401.0,132.0,4.75,40.77164,-73.95682,365,7.751717012577919,f,Entire home/apt
16547,1.0,103.0,6.0,4.76,40.77228,-73.77766,280,20.345949558152366,t,Private room
16548,2.0,169.0,387.0,4.85,40.74177551269531,-73.97706604003906,336,4.047624027979217,f,Entire home/apt
16549,4.0,250.0,8.0,4.93,40.74853,-73.97632,310,4.702037328398322,t,Entire home/apt
16552,3.0,120.0,261.0,4.63,40.78191,-73.95386,305,8.85894658899898,f,Entire home/apt
16553,6.0,200.0,8.0,4.91,40.74677,-73.97696,237,4.508044485869473,t,Entire home/apt
16554,3.0,215.0,8.0,4.99,40.74676,-73.97624,356,4.540352530210726,t,Entire home/apt
16555,6.0,215.0,8.0,4.79,40.74684,-73.97793,332,4.470783623654966,t,Entire home/apt
16556,6.0,215.0,8.0,4.91,40.74682,-73.97634,336,4.541268806169471,t,Entire home/apt
16557,2.0,165.0,6.0,5.0,40.77375,-73.77776,308,20.391588919703096,t,Private room
16558,2.0,144.0,6.0,4.97,40.77448,-73.77573,312,20.57978155489786,t,Private room
16559,2.0,234.0,6.0,5.0,40.773396,-73.776924,94,20.445045118452434,f,Private room
16560,1.0,37.0,1569.0,5.0,40.69437,-73.93235,365,6.536615715636615,f,Private room
16561,1.0,71.0,12.0,4.0,40.76185,-73.98835,301,5.661254433270253,f,Private room
16563,1.0,44.0,1569.0,3.0,40.69324,-73.91139,365,8.265720262027534,f,Private room
16564,2.0,308.0,236.0,4.0,40.75363,-73.97293,173,5.334456190798185,f,Private room
16565,2.0,238.0,2.0,4.95,40.81752,-73.94521,317,12.72793738968349,f,Private room
16566,3.0,108.0,1.0,5.0,40.65644419845128,-73.73484073321634,154,23.706506258284982,t,Entire home/apt
16568,5.0,150.0,2.0,4.86,40.64587,-73.94232,0,9.171614372949984,f,Entire home/apt
16571,9.0,656.0,56.0,4.59,40.74787,-73.98847,168,4.177919393173227,t,Entire home/apt
16572,2.0,232.0,132.0,3.75,40.77445,-73.94769,365,8.440782165653747,f,Entire home/apt
16573,2.0,179.0,1.0,4.86,40.77605,-73.97866,55,7.408613676190983,f,Entire home/apt
16575,2.0,185.0,261.0,5.0,40.7185,-73.99376,306,1.2160408199102513,f,Entire home/apt
16577,6.0,253.0,1.0,4.97,40.72833,-73.94811,335,5.1791467672001446,f,Entire home/apt
16578,2.0,222.0,132.0,4.46,40.77392,-73.94977,320,8.291573145998797,f,Entire home/apt
16579,1.0,500.0,1.0,5.0,40.60693,-73.96776,364,12.198748007594462,f,Private room
16583,1.0,170.0,86.0,5.0,40.75026,-73.97689,365,4.84144388368373,f,Entire home/apt
16585,1.0,170.0,86.0,4.86,40.74982,-73.97566,270,4.853151599288447,f,Entire home/apt
16586,1.0,170.0,86.0,4.0,40.75032,-73.97705,365,4.840383778441724,f,Entire home/apt
16588,1.0,170.0,86.0,4.86,40.74997,-73.97719,365,4.8008394618451256,f,Entire home/apt
16589,1.0,170.0,86.0,4.5,40.74902,-73.97755,365,4.694462066070066,f,Entire home/apt
16590,1.0,182.0,86.0,5.0,40.75013,-73.97602,266,4.866654553067662,f,Entire home/apt
16592,4.0,110.0,2.0,4.87,40.58584213256836,-73.81342315673828,150,21.518898115650508,f,Entire home/apt
16593,2.0,120.0,5.0,4.75,40.7106,-73.96166,144,3.7460007144928995,f,Entire home/apt
16594,5.0,105.0,1.0,4.69,40.67455,-73.90968,270,9.1644450538731,f,Entire home/apt
16598,1.0,170.0,86.0,4.86,40.74813,-73.97609,365,4.674868977235891,f,Entire home/apt
16599,1.0,194.0,86.0,4.86,40.75043,-73.97538,365,4.923248840292859,t,Entire home/apt
16600,1.0,170.0,86.0,4.86,40.74822,-73.97524,365,4.722246642358595,f,Entire home/apt
16601,2.0,200.0,71.0,4.45,40.71841,-73.99573,74,1.072656816075122,f,Entire home/apt
16602,13.0,1690.0,3.0,4.88,40.77713,-73.95536,282,8.336237859658002,t,Entire home/apt
16603,2.0,241.0,40.0,4.58,40.7612476,-73.9918935,223,5.524761203055221,t,Entire home/apt
16604,2.0,357.0,40.0,4.65,40.76124954,-73.99189758,197,5.524897837919794,t,Entire home/apt
16605,2.0,297.0,40.0,4.62,40.7612476,-73.9918935,202,5.524761203055221,t,Entire home/apt
16609,1.0,100.0,3.0,4.71,40.80073,-73.96085,179,10.498828181550568,f,Private room
16617,3.0,127.0,8.0,4.3,40.6757,-73.9266,275,7.860025619806757,t,Entire home/apt
16618,1.0,109.0,2.0,4.63,40.63164,-74.13201,364,13.935857258806175,t,Private room
16619,3.0,371.0,1127.0,5.0,40.74409,-73.99247,352,3.6693194224331607,t,Entire home/apt
16620,5.0,522.0,1127.0,4.86,40.76321,-73.98536,345,5.876901630745797,t,Entire home/apt
16621,5.0,297.0,12.0,4.92,40.66147,-73.94188,360,7.856780090189641,t,Entire home/apt
16622,3.0,316.0,1127.0,4.86,40.70565,-74.00855,345,0.8155333708752862,t,Entire home/apt
16623,3.0,340.0,1127.0,4.86,40.74634,-73.9919,304,3.922162553969392,t,Entire home/apt
16624,3.0,260.0,1127.0,4.86,40.76171,-73.96088,346,6.642746659836598,t,Entire home/apt
16625,2.0,55.0,3.0,4.86,40.70947,-73.91203,338,7.929976588682453,f,Private room
16626,2.0,310.0,1.0,4.7,40.74181,-73.98069,327,3.874455292980383,f,Entire home/apt
16629,2.0,106.0,1.0,5.0,40.81521,-73.93943,342,12.700547022970047,f,Entire home/apt
16630,2.0,177.0,5.0,4.88,40.7186,-73.94593,46,5.105951162301963,f,Entire home/apt
16631,3.0,271.0,1127.0,4.0,40.76385,-73.98372,296,5.98681508666871,t,Entire home/apt
16632,3.0,313.0,1127.0,4.86,40.76581,-73.98201,351,6.239320772043964,t,Entire home/apt
16633,1.0,47.0,1569.0,4.86,40.65804,-73.9536,365,7.51744367062855,f,Private room
16635,2.0,115.0,16.0,4.8,40.76048,-73.96175,320,6.488688665871724,f,Entire home/apt
16637,1.0,50.0,5.0,4.8,40.69542,-73.94272,306,5.671998684094763,f,Private room
16638,4.0,280.0,8.0,5.0,40.65673,-73.97932,335,6.621070794747221,f,Private room
16641,2.0,83.0,8.0,4.73,40.63442,-74.08708,59,11.070592681545781,f,Entire home/apt
16642,2.0,161.0,6.0,4.85,40.69985,-73.93358,148,6.271433555035599,f,Entire home/apt
16644,2.0,253.0,1127.0,4.86,40.74927,-73.98032,317,4.604119480995741,t,Entire home/apt
16645,2.0,105.0,3.0,4.97,40.70342,-73.91226,165,7.9701594835309715,t,Private room
16646,2.0,75.0,3.0,5.0,40.68607,-73.95221,48,5.418555494933204,f,Private room
16647,2.0,189.0,1.0,4.96,40.68725,-73.90572,154,8.91697043648668,f,Entire home/apt
16648,1.0,100.0,1.0,5.0,40.60442228621638,-74.06879539190801,222,13.155974670242468,f,Entire home/apt
16649,1.0,186.0,28.0,5.0,40.72791,-73.98733,0,2.308574160879901,f,Entire home/apt
16650,2.0,225.0,41.0,5.0,40.75955,-73.95891,314,6.546594119215186,f,Entire home/apt
16651,2.0,140.0,261.0,4.29,40.71891,-73.99589,334,1.09578013112566,f,Entire home/apt
16652,2.0,164.0,2.0,4.91,40.64482,-73.89066,209,12.314410779201163,t,Private room
16653,3.0,295.0,1127.0,4.86,40.69311,-73.99281,324,2.449035124930786,t,Entire home/apt
16654,1.0,33.0,1569.0,5.0,40.69259,-73.93214,365,6.617838604373605,f,Private room
16655,4.0,300.0,4.0,4.6,40.715,-73.99857,180,0.6764474214670495,f,Entire home/apt
16656,2.0,110.0,1.0,4.83,40.76276,-73.87183,261,12.600172977166716,f,Entire home/apt
16659,2.0,417.0,5.0,4.86,40.706625,-74.0114241,238,0.8175546882832039,t,Entire home/apt
16660,2.0,428.0,5.0,4.86,40.706625,-74.0114241,275,0.8175546882832039,t,Entire home/apt
16662,1.0,40.0,17.0,4.46,40.76663,-73.8245,336,16.42532082443393,f,Private room
16663,5.0,190.0,1.0,4.9,40.62447,-73.9614,62,10.510511441977725,f,Entire home/apt
16665,1.0,130.0,4.0,4.93,40.8319,-73.94157,244,14.319502362670127,f,Entire home/apt
16667,3.0,65.0,18.0,4.0,40.58551,-73.81772,364,21.27109036255356,f,Entire home/apt
16668,3.0,180.0,4.0,4.84,40.71714,-73.99515,347,1.038867947025296,f,Entire home/apt
16669,3.0,99.0,1.0,4.93,40.57461,-73.96651,270,15.715561951411765,f,Entire home/apt
16671,6.0,327.0,12.0,4.21,40.7134,-73.96094,344,3.799859729773698,t,Entire home/apt
16672,2.0,147.0,7.0,4.79,40.71986,-73.99415,29,1.276282897762623,f,Private room
16674,2.0,452.0,5.0,4.86,40.7552873,-73.9678204,274,5.722947818920235,t,Entire home/apt
16675,2.0,49.0,2.0,4.6,40.76545,-73.91149,89,9.88892817965267,f,Private room
16676,2.0,78.0,49.0,3.0,40.73030853271485,-73.95561218261719,363,4.675881885093754,f,Private room
16680,7.0,313.0,225.0,4.0,40.74281,-73.97354,32,4.321732700998188,f,Entire home/apt
16681,4.0,119.0,22.0,4.93,40.72088,-73.86391,332,12.010796341768602,f,Entire home/apt
16682,4.0,548.0,5.0,4.86,40.7552873,-73.9678204,301,5.722947818920235,t,Entire home/apt
16683,2.0,159.0,6.0,4.84,40.68205,-73.941,219,6.455883274591343,t,Private room
16684,1.0,189.0,28.0,4.88,40.72788,-73.98696,299,2.327539443505083,f,Entire home/apt
16685,4.0,81.0,15.0,4.74,40.67569,-73.94454,61,6.6199377273210755,f,Private room
16686,2.0,213.0,132.0,4.7,40.73881,-73.9796,365,3.655940827748733,f,Entire home/apt
16687,2.0,64.0,15.0,4.87,40.67576,-73.94518,75,6.572906750776525,f,Private room
16688,3.0,75.0,15.0,4.79,40.67619,-73.94616,61,6.478536989234994,f,Private room
16689,2.0,59.0,15.0,4.84,40.67576,-73.9464,70,6.492966245813113,f,Private room
16690,5.0,282.0,225.0,5.0,40.74407,-73.97171,275,4.527902333925311,f,Entire home/apt
16691,3.0,151.0,2.0,4.87,40.63503,-73.89428,248,12.784250078941138,f,Entire home/apt
16693,3.0,90.0,3.0,4.5,40.76614,-73.93242,238,8.585970330538853,f,Entire home/apt
16694,2.0,71.0,15.0,4.82,40.67619,-73.94666,259,6.445756776324544,f,Private room
16695,2.0,90.0,2.0,4.93,40.65568,-73.73873,347,23.413361551806705,f,Private room
16704,4.0,522.0,40.0,4.62,40.7612476,-73.9918935,184,5.524761203055221,t,Entire home/apt
16706,2.0,126.0,3.0,4.72,40.63939,-73.90794,365,11.614942816967622,t,Entire home/apt
16707,1.0,64.0,366.0,4.75,40.73579,-73.92486,0,7.303914716892143,f,Private room
16708,2.0,60.0,13.0,4.34,40.70462,-73.93283,365,6.234295284036058,f,Private room
16709,1.0,60.0,366.0,5.0,40.74945,-73.90207,352,9.663623957176334,f,Private room
16713,3.0,99.0,7.0,4.38,40.78338,-73.81452,56,17.942819233043892,f,Entire home/apt
16714,2.0,390.0,5.0,4.86,40.7552873,-73.9678204,104,5.722947818920235,t,Entire home/apt
16715,4.0,592.0,5.0,5.0,40.7552873,-73.9678204,348,5.722947818920235,t,Entire home/apt
16716,2.0,455.0,5.0,4.86,40.7070676,-74.0054773,183,0.6310496956179591,t,Entire home/apt
16717,2.0,453.0,5.0,4.86,40.7070676,-74.0054773,268,0.6310496956179591,t,Entire home/apt
16718,2.0,175.0,1.0,4.86,40.71744,-73.99541,251,1.0360658345325748,f,Entire home/apt
16719,4.0,154.0,7.0,4.69,40.78302,-73.81647,349,17.77768245648257,f,Entire home/apt
16721,2.0,148.0,13.0,5.0,40.72713,-73.97935,269,2.7594469677616136,t,Private room
16722,5.0,150.0,13.0,4.71,40.7262,-73.97773,241,2.815379279026577,f,Entire home/apt
16724,6.0,296.0,56.0,4.69,40.74826,-73.98708,347,4.2609649782234795,f,Entire home/apt
16733,4.0,241.0,11.0,4.6,40.74744,-73.98877,115,4.124261218813396,t,Entire home/apt
16734,2.0,405.0,5.0,5.0,40.7070676,-74.0054773,124,0.6310496956179591,t,Entire home/apt
16736,4.0,101.0,1.0,4.67,40.68314,-73.98769,320,3.634700141966663,f,Entire home/apt
16737,1.0,80.0,15.0,5.0,40.63235,-74.09291,364,11.557917630907365,f,Private room
16738,1.0,81.0,15.0,4.77,40.63313,-74.09093,356,11.385187117094793,f,Private room
16739,2.0,86.0,15.0,4.73,40.62645,-74.07967,347,11.429241227663525,f,Private room
16740,6.0,279.0,3.0,5.0,40.77895,-73.91737,365,10.487532252306021,f,Entire home/apt
16741,5.0,167.0,7.0,4.64,40.78253,-73.81406,345,17.936657672500996,f,Entire home/apt
16742,4.0,155.0,3.0,4.9,40.73558,-73.97909,320,3.4066219581205917,f,Entire home/apt
16743,2.0,450.0,1.0,5.0,40.73626,-73.98839,89,3.008781914860014,f,Entire home/apt
16744,4.0,248.0,11.0,4.62,40.74768,-73.98693,111,4.206052407554489,t,Entire home/apt
16745,4.0,248.0,11.0,4.58,40.74757,-73.98887,125,4.134840592988823,t,Entire home/apt
16746,5.0,85.0,7.0,5.0,40.63566,-74.07903,304,10.552418088466014,f,Entire home/apt
16747,4.0,283.0,125.0,4.6,40.77944,-73.95464,306,8.588270224058261,f,Entire home/apt
16748,2.0,89.0,1.0,4.76,40.64675071875359,-74.01834695007518,289,7.409683233660981,t,Private room
16749,2.0,200.0,1.0,4.86,40.72064,-73.95591,332,4.313513852689486,f,Entire home/apt
16750,2.0,72.0,2.0,4.86,40.70734,-73.81461,351,16.144277739072592,f,Entire home/apt
16751,4.0,333.0,3.0,4.74,40.70536,-74.00664,326,0.8209862002659615,f,Entire home/apt
16752,2.0,140.0,261.0,4.33,40.76169,-73.99492,305,5.523987215735988,f,Entire home/apt
16753,2.0,250.0,1.0,5.0,40.73095404834139,-74.00665833418505,282,2.0273575879906227,f,Entire home/apt
16755,4.0,123.0,2.0,4.67,40.70495,-73.74747,330,21.80979455462901,f,Entire home/apt
16757,2.0,476.0,1.0,4.86,40.70682,-73.90414,365,8.611982845158831,f,Entire home/apt
16758,2.0,146.0,1.0,4.91,40.77383,-73.95334,231,8.11506909666725,f,Entire home/apt
16759,2.0,300.0,1.0,5.0,40.80855,-73.93788,365,12.102013717184551,f,Private room
16760,1.0,90.0,15.0,5.0,40.63133,-74.0912,123,11.555674801476034,f,Private room
16762,4.0,290.0,2.0,5.0,40.71966,-73.96178,53,3.806997753132498,f,Entire home/apt
16763,4.0,297.0,1.0,4.95,40.67977,-73.94748,234,6.14680123028355,f,Entire home/apt
16765,4.0,552.0,50.0,4.75,40.74552,-73.99227,2,3.8258244422794716,t,Private room
16770,1.0,43.0,1569.0,4.86,40.67828,-73.94974,365,6.097648061936815,f,Private room
16772,3.0,68.0,2.0,3.65,40.68524,-73.93153,180,6.983651736166999,f,Entire home/apt
16774,3.0,187.0,1.0,4.78,40.82274623290535,-73.94631890411856,257,13.226163519351633,t,Private room
16777,2.0,161.0,1127.0,4.33,40.76944,-73.95693,318,7.541075016086376,t,Entire home/apt
16778,6.0,5043.0,5.0,5.0,40.74253,-73.98818,269,3.6386947501485474,f,Entire home/apt
16779,4.0,202.0,3.0,5.0,40.73709,-73.98037,334,3.4653421964649267,f,Entire home/apt
16780,2.0,80.0,5.0,4.86,40.6763,-73.90909,187,9.120388179145658,f,Entire home/apt
16781,2.0,60.0,1.0,4.89,40.79944,-73.93922,269,11.163337031723893,f,Private room
16782,1.0,120.0,6.0,4.86,40.65181,-73.95074,270,8.222460156732675,f,Private room
16783,4.0,135.0,60.0,4.86,40.76275,-73.994,364,5.653551602643808,f,Entire home/apt
16784,6.0,370.0,414.0,5.0,40.77077102661133,-73.95748138427734,320,7.6402865574293415,f,Entire home/apt
16787,3.0,151.0,1.0,5.0,40.69832,-73.93297,177,6.362269742388356,f,Entire home/apt
16789,4.0,60.0,4.0,4.77,40.68787,-73.91737,288,7.967635939297371,f,Private room
16790,5.0,285.0,11.0,4.64,40.748,-73.98852,89,4.189957873630288,t,Entire home/apt
16793,3.0,165.0,1.0,4.86,40.89163,-73.85052,365,23.812432283241087,t,Entire home/apt
16802,1.0,43.0,1569.0,4.86,40.68788,-73.91871,365,7.86139517713653,f,Private room
16806,3.0,125.0,6.0,4.0,40.68273,-73.94299,147,6.273522433345656,f,Entire home/apt
16809,4.0,226.0,3.0,4.5,40.6951,-73.92026,69,7.489841275587667,f,Entire home/apt
16811,2.0,262.0,3.0,4.64,40.69429,-73.92215,89,7.360811800963011,f,Entire home/apt
16813,4.0,79.0,3.0,5.0,40.66048,-73.96239,226,6.876286863740474,f,Entire home/apt
16815,2.0,119.0,5.0,4.7,40.76085,-73.96244,87,6.489325973015645,f,Entire home/apt
16816,5.0,116.0,9.0,4.81,40.58375417372595,-73.95709093801169,352,14.923404694189227,t,Entire home/apt
16817,3.0,78.0,9.0,4.79,40.58472259474266,-73.95695309663235,335,14.823186525121589,t,Entire home/apt
16818,1.0,72.0,14.0,4.9,40.79813795597161,-73.96620339297402,183,10.0717819487233,f,Private room
16825,4.0,211.0,11.0,4.46,40.74795,-73.98693,114,4.233808221485338,t,Entire home/apt
16827,4.0,281.0,3.0,4.6,40.58553,-73.93231,364,15.450302434880543,f,Private room
16829,2.0,228.0,132.0,4.91,40.77198,-73.95659,363,7.794021135743487,f,Entire home/apt
16831,4.0,150.0,261.0,4.67,40.76157,-73.99514,265,5.507722919850174,f,Entire home/apt
16832,2.0,71.0,2.0,4.86,40.6661,-73.73384,269,23.526618320601084,f,Entire home/apt
16834,1.0,55.0,22.0,4.61,40.6933,-73.94465,281,5.605868421581772,f,Private room
16838,1.0,58.0,4.0,5.0,40.68315,-73.84434,89,14.020955372278204,f,Private room
16844,2.0,200.0,71.0,4.79,40.72023,-73.99401,72,1.3113262835030206,f,Private room
16845,1.0,173.0,28.0,4.65,40.74844,-73.99511,192,4.075912702796004,t,Private room
16847,3.0,117.0,2.0,4.67,40.51707,-74.19613,365,27.034155840283105,t,Entire home/apt
16850,6.0,258.0,1.0,4.25,40.68099,-73.94333,364,6.354701529850587,f,Entire home/apt
16855,1.0,80.0,2.0,5.0,40.65387,-73.92602,88,9.398563672267072,f,Private room
16859,1.0,60.0,15.0,4.81,40.67765,-73.94478,70,6.470378246284051,f,Private room
16862,2.0,80.0,17.0,5.0,40.75045,-73.78679,348,18.94230239152084,f,Private room
16863,3.0,300.0,1127.0,5.0,40.69315,-73.99117,327,2.5110318314300724,t,Entire home/apt
16865,6.0,520.0,132.0,5.0,40.77026,-73.95854,365,7.544697278446379,f,Entire home/apt
16866,2.0,80.0,9.0,4.8,40.57877,-73.96417,305,15.308129377320887,t,Entire home/apt
16867,2.0,152.0,7.0,5.0,40.70567,-74.00682,164,0.7877511291438486,t,Entire home/apt
16868,1.0,59.0,9.0,4.85,40.57884,-73.96573,339,15.270723206721367,t,Entire home/apt
16871,5.0,167.0,1.0,4.12,40.59566,-73.76985,269,23.798327918321064,t,Entire home/apt
16872,1.0,34.0,1569.0,4.86,40.6891,-73.91853,365,7.828977506944336,f,Private room
16873,2.0,100.0,15.0,4.91,40.63351717444318,-74.09251100055944,337,11.436318953503147,f,Entire home/apt
16874,1.0,81.0,15.0,4.87,40.63168981830136,-74.09281052334971,337,11.609508705406089,f,Private room
16875,8.0,190.0,9.0,5.0,40.5845779266855,-73.95694031978628,322,14.838935657270778,t,Entire home/apt
16876,2.0,42.0,8.0,4.61,40.68568,-73.87253,334,11.64801960232299,f,Private room
16877,6.0,75.0,1.0,4.71,40.63741,-74.08474,265,10.687248208659312,f,Entire home/apt
16878,4.0,336.0,8.0,4.38,40.75916,-73.98532,270,5.449485815409149,f,Entire home/apt
16879,3.0,250.0,1.0,4.86,40.70029,-73.92254,270,7.170966814544171,t,Private room
16881,2.0,60.0,2.0,4.2,40.6803471,-73.91199089999999,148,8.70616491824591,f,Entire home/apt
16884,1.0,67.0,4.0,4.8,40.65631,-73.92611,135,9.20604459225553,f,Private room
16888,1.0,80.0,6.0,4.5,40.88224,-73.89452,75,21.05621743467927,f,Private room
16889,2.0,86.0,2.0,4.89,40.65432,-73.92569,41,9.383836956492358,f,Private room
16890,4.0,309.0,1.0,4.7,40.69224,-73.86665,269,11.966993793235291,t,Entire home/apt
16896,1.0,30.0,2.0,4.86,40.63267,-73.94825,317,10.147879276446279,f,Private room
16897,2.0,190.0,7.0,4.85,40.80005,-73.96138,316,10.412195035277875,f,Private room
16902,3.0,255.0,1127.0,5.0,40.76352,-73.96246,348,6.735269354716983,t,Entire home/apt
16904,3.0,212.0,10.0,4.83,40.70542,-73.87492,364,11.079749805276268,f,Entire home/apt
16905,4.0,135.0,60.0,5.0,40.76255,-73.9918,271,5.667926018396791,f,Entire home/apt
16906,4.0,157.0,73.0,4.9,40.795322,-73.962921,275,9.875353387844406,f,Entire home/apt
16907,2.0,113.0,1.0,4.93,40.6407830626078,-73.95139830050242,319,9.231067271974053,f,Private room
16910,10.0,599.0,9.0,5.0,40.64596,-73.97462,362,7.882187090075501,f,Private room
16911,2.0,145.0,261.0,4.57,40.72025,-73.9938,334,1.326431233339125,f,Entire home/apt
16912,6.0,251.0,73.0,4.75,40.795322,-73.962921,349,9.875353387844406,f,Entire home/apt
16916,2.0,70.0,6.0,4.5,40.64256,-73.94523,311,9.335515467702201,f,Entire home/apt
16917,2.0,200.0,7.0,4.82,40.70942,-74.01437,335,0.7944837519705228,f,Entire home/apt
16918,4.0,180.0,1.0,5.0,40.80487,-73.95273,0,11.185564161860654,f,Entire home/apt
16919,2.0,94.0,1.0,4.79,40.65565,-73.91309,219,10.083507556811856,t,Private room
16920,6.0,383.0,5.0,4.93,40.66128,-73.99054,0,5.867686927623578,f,Entire home/apt
16921,1.0,47.0,1569.0,5.0,40.68886,-73.9206,365,7.674021503914645,f,Private room
16922,1.0,42.0,1569.0,4.5,40.68886,-73.92059,365,7.674812486689968,f,Private room
16923,4.0,1095.0,3.0,4.86,40.74482,-73.94413,90,6.318788559085866,f,Entire home/apt
16924,2.0,136.0,2.0,4.8,40.673308463635024,-73.9463921476873,331,6.669454737166106,f,Private room
16925,2.0,581.0,5.0,4.86,40.7347326,-73.9896255,244,2.809698868703995,t,Entire home/apt
16926,2.0,496.0,5.0,4.86,40.7347326,-73.9896255,139,2.809698868703995,t,Entire home/apt
16927,5.0,270.0,8.0,4.9,40.72615,-73.99936,311,1.5943583273564639,f,Entire home/apt
16928,1.0,150.0,7.0,4.8,40.71591,-73.95668,150,4.173122978660023,f,Private room
16929,4.0,269.0,56.0,4.61,40.74745,-73.98874,362,4.126192958657597,t,Entire home/apt
16932,4.0,250.0,1.0,4.46,40.79616,-73.93416,365,11.076963463979698,t,Entire home/apt
16934,4.0,248.0,41.0,4.69,40.75949,-73.95936,219,6.518355986452037,f,Entire home/apt
16935,2.0,175.0,1.0,4.97,40.68338,-73.9428,89,6.24902563300915,f,Entire home/apt
16936,1.0,94.0,2.0,5.0,40.7266,-73.98071,285,2.631978458889741,f,Private room
16941,2.0,271.0,5.0,4.91,40.66129,-73.99064,0,5.864733220081174,f,Entire home/apt
16943,6.0,221.0,1.0,4.86,40.77929,-73.91752,363,10.50512654104069,f,Entire home/apt
16944,2.0,170.0,5.0,4.54,40.76735,-73.95933,285,7.236010344541828,f,Entire home/apt
16946,6.0,97.0,2.0,4.45,40.68239,-73.84763,364,13.772020256699188,f,Entire home/apt
16947,1.0,45.0,1569.0,4.86,40.6999,-73.92067,365,7.334028842529518,f,Private room
16949,3.0,205.0,1127.0,4.86,40.76991,-73.95705,296,7.579316674457612,t,Entire home/apt
16951,8.0,226.0,1.0,4.8,40.67812,-73.79536,270,18.171740815942464,t,Entire home/apt
16959,1.0,83.0,2.0,4.96,40.65076,-74.00779,102,6.892163375823724,f,Private room
16960,4.0,146.0,60.0,4.89,40.76143,-73.99409,365,5.507822668304691,f,Entire home/apt
16961,2.0,150.0,2.0,5.0,40.72411,-73.98386,120,2.2556898366244917,f,Entire home/apt
16963,1.0,39.0,1569.0,4.0,40.68953,-73.92036,365,7.667590844234186,f,Private room
16964,4.0,100.0,15.0,4.81,40.63371,-74.0928,334,11.435390916325597,f,Entire home/apt
16965,2.0,104.0,10.0,4.66,40.67693885973439,-73.83849888015966,333,14.672815455694641,f,Private room
16967,1.0,57.0,7.0,4.67,40.65317,-73.93213,88,9.092483490715638,f,Private room
16969,16.0,3302.0,3.0,5.0,40.74009,-74.00629,364,3.0425925852209565,f,Entire home/apt
16970,5.0,297.0,12.0,4.64,40.65953,-73.94353,318,7.921493189323074,t,Entire home/apt
16971,2.0,333.0,5.0,4.86,40.7911888,-73.9737101,306,9.138967537045943,t,Entire home/apt
16972,2.0,413.0,5.0,4.86,40.72421920000001,-74.0034696,265,1.295637317735348,t,Entire home/apt
16974,2.0,120.0,261.0,4.0,40.76333,-73.98779,351,5.832433988456578,f,Entire home/apt
16975,4.0,305.0,56.0,4.66,40.74759,-73.98895,358,4.134575059033001,f,Entire home/apt
16976,2.0,121.0,60.0,5.0,40.75962,-73.96679,286,6.173308041092453,f,Entire home/apt
16977,1.0,195.0,28.0,4.85,40.72797,-73.98704,319,2.330160954749872,f,Entire home/apt
16978,1.0,106.0,28.0,4.7,40.72755,-73.98853,275,2.2108153593057103,f,Entire home/apt
16979,2.0,243.0,125.0,4.71,40.78119,-73.95532,306,8.728697653858028,f,Entire home/apt
