,accommodates,price,host_total_listings_count,review_scores_rating,latitude,longitude,availability_365,distance_to_center,instant_bookable,room_type
22024,8.0,143.0,4.0,4.68,40.7660175,-73.8745486,352,12.561576937806025,f,Entire home/apt
22025,4.0,214.0,222.0,5.0,40.73864136579774,-73.99879316890649,96,2.944992544460049,f,Entire home/apt
22026,2.0,150.0,1.0,4.82,40.6702862,-73.8182016,365,16.523131724266285,f,Private room
22027,2.0,300.0,1.0,5.0,40.73703,-73.95754,365,4.897866091491781,f,Entire home/apt
22028,4.0,478.0,5.0,5.0,40.7855906,-73.9495843,306,9.393541854721791,t,Entire home/apt
22032,2.0,216.0,1.0,4.98,40.658355,-73.975646,300,6.565931413748987,t,Private room
22033,2.0,95.0,14.0,3.83,40.67428,-73.79445,365,18.342028301503834,t,Private room
22034,1.0,79.0,2.0,4.89,40.58252,-73.95973,325,14.995830332548579,f,Private room
22035,3.0,302.0,17.0,4.47,40.71937,-74.0028,365,0.7866885035846531,t,Entire home/apt
22036,5.0,303.0,17.0,4.49,40.71852,-74.00081,365,0.7792504983397418,t,Entire home/apt
22037,2.0,228.0,17.0,4.57,40.71889,-74.00287,365,0.734661751501218,t,Private room
22038,5.0,228.0,17.0,4.55,40.7181,-74.00159,365,0.7042022026139388,t,Private room
22039,4.0,186.0,1.0,4.89,40.6772,-73.95288,324,5.972793892395985,f,Entire home/apt
22040,2.0,350.0,13.0,4.86,40.71242579046453,-73.94495332252976,363,5.146696172686647,t,Entire home/apt
22041,16.0,1166.0,4.0,5.0,40.69599,-73.94519,365,5.454625559941544,f,Entire home/apt
22042,1.0,238.0,8.0,4.67,40.74205,-73.99136,345,3.486484876345004,f,Private room
22043,16.0,603.0,4.0,3.0,40.69626,-73.94677,365,5.319206520244808,f,Private room
22044,1.0,27.0,1569.0,4.86,40.70293,-73.90551,281,8.541431791870819,f,Private room
22045,16.0,2315.0,8.0,4.86,40.73884563058243,-73.98950668804433,365,3.220136917949227,t,Entire home/apt
22046,1.0,100.0,2.0,4.95,40.71153,-73.961,335,3.796459602475944,f,Private room
22048,4.0,157.0,85.0,4.88,40.78336,-73.94644,365,9.320423061070628,f,Entire home/apt
22049,4.0,461.0,5.0,4.86,40.760596,-73.99628,265,5.385496401722988,t,Entire home/apt
22051,6.0,487.0,5.0,4.86,40.6777631,-73.980313,156,4.450990940070395,t,Entire home/apt
22053,2.0,371.0,4.0,4.86,40.76854545022712,-73.98407401483261,74,6.4760339611372775,f,Entire home/apt
22054,2.0,406.0,5.0,4.86,40.723065,-73.99381520000001,72,1.5421816387080227,t,Entire home/apt
22056,2.0,900.0,109.0,4.86,40.748578049676205,-73.97772638421199,365,4.644644687304126,t,Private room
22057,4.0,173.0,3.0,4.45,40.85532,-73.88953,365,18.643534855084148,t,Entire home/apt
22060,1.0,125.0,3.0,5.0,40.77418117098613,-73.9500412929954,211,8.30241345125574,f,Entire home/apt
22061,4.0,160.0,2.0,4.83,40.7089783,-73.9616398,333,3.763436481535913,f,Entire home/apt
22062,4.0,212.0,2.0,5.0,40.710184826247975,-73.96188988004664,335,3.729891453265558,f,Entire home/apt
22063,6.0,300.0,1.0,4.85,40.66636,-73.76398,270,21.048183486171748,f,Entire home/apt
22064,2.0,123.0,2.0,4.93,40.81275,-73.9065,332,13.926352699114839,f,Private room
22065,5.0,509.0,1127.0,4.0,40.7805215655685,-73.94864224314641,325,8.954638621463952,t,Entire home/apt
22066,1.0,50.0,9.0,4.79,40.68896,-73.87065,274,11.713289075725438,f,Private room
22067,2.0,150.0,15.0,4.6,40.6915,-73.9123,365,8.245109796392446,t,Private room
22068,2.0,150.0,15.0,4.71,40.69032,-73.91209,365,8.300578743809405,t,Private room
22069,2.0,220.0,3.0,4.5,40.71951,-73.98303,88,2.0788043048030547,f,Entire home/apt
22070,5.0,267.0,17.0,4.48,40.71994,-74.00098,365,0.9072891212155647,t,Entire home/apt
22071,6.0,1100.0,3.0,5.0,40.7701937,-73.98291770000002,341,6.679612373265276,f,Entire home/apt
22072,3.0,361.0,1127.0,4.86,40.76098,-73.98547,345,5.637692189844153,t,Entire home/apt
22073,10.0,272.0,22.0,4.67,40.73234627912838,-73.84721231911035,364,13.559287846383002,f,Entire home/apt
22075,5.0,238.0,17.0,4.76,40.71835,-74.00134,5,0.7389476364833227,f,Private room
22076,2.0,130.0,5.0,4.92,40.79063177418527,-73.94151748409728,303,10.225265914887368,f,Private room
22077,2.0,59.0,3.0,4.82,40.67411,-73.9168,254,8.661106082117655,f,Private room
22078,2.0,299.0,5.0,4.86,40.78617,-73.94998850000002,266,9.432072172308265,t,Entire home/apt
22079,4.0,178.0,387.0,4.67,40.74115339999999,-73.9792211,273,3.8843544663877436,f,Entire home/apt
22080,2.0,162.0,387.0,4.9,40.74115339999999,-73.9792211,339,3.8843544663877436,f,Entire home/apt
22081,4.0,162.0,387.0,4.83,40.74115339999999,-73.9792211,314,3.8843544663877436,f,Entire home/apt
22082,4.0,216.0,387.0,4.5,40.74115339999999,-73.9792211,306,3.8843544663877436,f,Entire home/apt
22083,3.0,80.0,1.0,4.97,40.68631,-73.86576,323,12.183143891066019,f,Entire home/apt
22084,1.0,116.0,2.0,4.67,40.7953,-73.93349,269,11.028180515435839,f,Private room
22085,2.0,111.0,2.0,4.75,40.67393,-73.98125,312,4.792845529772545,f,Entire home/apt
22087,2.0,69.0,1.0,5.0,40.69877,-73.92184,150,7.263183344302015,f,Private room
22088,2.0,150.0,2.0,5.0,40.72469,-73.98363,90,2.3083052063864273,f,Private room
22090,1.0,120.0,1.0,4.88,40.74066,-74.00264,68,3.1188809809843367,f,Entire home/apt
22091,4.0,184.0,366.0,4.63,40.74446,-73.92019,300,8.04685372660199,f,Entire home/apt
22092,2.0,108.0,1.0,4.86,40.63864,-74.02728,273,8.431143213124761,t,Entire home/apt
22093,7.0,135.0,3.0,4.79,40.68355,-73.88437,356,10.756056497318689,f,Entire home/apt
22094,1.0,41.0,37.0,3.0,40.69935,-73.94084,336,5.691651845669419,f,Private room
22095,2.0,190.0,387.0,4.75,40.7845483,-73.9742563,365,8.422251082761917,f,Entire home/apt
22096,1.0,76.0,9.0,5.0,40.75947,-73.87818,334,11.959209988030022,f,Private room
22097,1.0,103.0,3.0,4.86,40.673863979782425,-73.84593831731425,365,14.170952506096402,t,Entire home/apt
22098,2.0,160.0,2.0,4.78,40.73068,-73.95731,101,4.564201554457559,f,Entire home/apt
22099,1.0,73.0,2.0,4.9,40.76495,-73.92225,299,9.139209817611793,f,Private room
22100,2.0,450.0,1.0,5.0,40.7359,-73.98123,205,3.3168208437584092,f,Private room
22102,4.0,350.0,9.0,5.0,40.73394,-73.98417,30,2.9920300290559236,f,Entire home/apt
22104,2.0,125.0,2.0,4.8,40.81471,-73.90546,337,14.15317842817374,f,Private room
22105,2.0,361.0,5.0,4.86,40.7407633,-73.9781758,306,3.901465561117789,t,Entire home/apt
22107,1.0,76.0,2.0,4.87,40.70915,-73.93883,236,5.676788217173896,f,Private room
22108,2.0,95.0,1.0,4.86,40.81737,-73.81971,335,19.53391490309929,f,Entire home/apt
22110,2.0,107.0,1.0,4.91,40.79452702991579,-73.94585912667414,18,10.411822076645421,f,Private room
22111,2.0,120.0,2.0,4.89,40.7943,-73.94606,9,10.381538760715225,f,Private room
22114,5.0,365.0,10.0,4.93,40.70675,-73.89751,364,9.169850831445169,f,Entire home/apt
22117,5.0,750.0,3.0,5.0,40.72381,-74.00246,168,1.268154948849097,f,Entire home/apt
22119,1.0,83.0,1.0,4.67,40.71156,-73.95274,365,4.492195435167139,f,Private room
22120,2.0,153.0,2.0,5.0,40.73953,-73.98218,314,3.5938860537660586,f,Entire home/apt
22121,4.0,150.0,3.0,4.59,40.64544,-74.08525,321,10.031256945156848,f,Private room
22122,3.0,225.0,67.0,4.86,40.75559,-73.96702,281,5.788817181768752,f,Entire home/apt
22123,4.0,200.0,1.0,5.0,40.68475,-73.92567,83,7.4535786663606185,f,Entire home/apt
22124,6.0,1367.0,5.0,4.86,40.7604361,-73.96852299999999,0,6.174169223757768,t,Entire home/apt
22125,2.0,153.0,125.0,5.0,40.76935,-73.95573,333,7.588682238395734,f,Entire home/apt
22126,1.0,48.0,4.0,4.86,40.65021,-73.93126,361,9.384150715999326,f,Private room
22127,2.0,38.0,7.0,4.8,40.7043694,-73.76659149999999,31,20.20237844899731,f,Private room
22128,7.0,197.0,5.0,4.86,40.88277,-73.83811,210,23.606495946066833,f,Entire home/apt
22129,2.0,36.0,7.0,4.92,40.70484,-73.7674,46,20.131883829384677,t,Private room
22130,1.0,71.0,13.0,4.33,40.70515,-73.93254,180,6.250241230413359,f,Private room
22131,2.0,36.0,7.0,4.77,40.70542,-73.76568,32,20.273949528635637,f,Private room
22132,1.0,71.0,5.0,4.6,40.68922,-73.87054,361,11.715817083360987,t,Private room
22134,2.0,106.0,1.0,3.4,40.64001,-73.91591,270,11.09597154872283,f,Entire home/apt
22136,4.0,225.0,8.0,4.89,40.62895,-73.96398,365,9.96746318256594,f,Private room
22137,1.0,80.0,3.0,4.72,40.76289,-73.88182,337,11.85758306857573,f,Private room
22138,1.0,62.0,3.0,4.76,40.76363,-73.88042,286,12.000338598854691,f,Private room
22139,2.0,347.0,1.0,4.72,40.66703,-73.98928,330,5.273663252851287,f,Shared room
22142,2.0,80.0,8.0,4.43,40.69022,-73.97863,254,3.4048932574014685,f,Private room
22143,1.0,149.0,4.0,5.0,40.81672,-73.94285,365,12.728341195609847,f,Private room
22144,2.0,112.0,8.0,4.11,40.6893553,-73.9777045,364,3.5284853496642055,f,Private room
22145,5.0,275.0,6.0,4.86,40.64683,-73.89982,365,11.570893155627639,f,Private room
22146,4.0,204.0,5.0,4.98,40.759928,-73.923433,149,8.715416658109632,t,Entire home/apt
22150,2.0,179.0,1.0,4.93,40.58352,-73.95222,311,15.067078671959274,t,Private room
22151,2.0,74.0,3.0,4.63,40.85312,-73.88892,365,18.46339778109727,t,Private room
22152,2.0,75.0,3.0,4.93,40.85476,-73.88898,365,18.615099066818196,t,Private room
22153,2.0,86.0,8.0,5.0,40.71796817821731,-73.94981883466244,352,4.772006772505476,f,Private room
22154,3.0,174.0,79.0,4.26,40.74791,-73.98677,107,4.234838603737966,t,Private room
22156,4.0,170.0,1.0,4.91,40.57865,-73.96422,159,15.32014259083487,f,Entire home/apt
22158,4.0,111.0,6.0,4.86,40.6950481458014,-73.9379754058466,363,6.063037560938276,f,Private room
22159,2.0,120.0,2.0,5.0,40.71732,-73.98404,41,1.9211994614328016,f,Entire home/apt
22160,3.0,322.0,29.0,5.0,40.75567,-73.9706,350,5.630638034033917,f,Entire home/apt
22161,2.0,131.0,1.0,4.94,40.6747397,-73.8843447,337,11.093560230376294,f,Private room
22162,2.0,55.0,18.0,5.0,40.68085991337582,-73.8904696883606,348,10.365554131003034,f,Private room
22163,2.0,65.0,18.0,5.0,40.681104,-73.8903624,352,10.364798230852914,f,Private room
22164,1.0,55.0,18.0,5.0,40.681104,-73.8903624,304,10.364798230852914,f,Private room
22165,1.0,52.0,18.0,5.0,40.681104,-73.8903624,268,10.364798230852914,f,Private room
22166,2.0,169.0,387.0,4.83,40.7417751,-73.9770681,318,4.04748279821449,f,Entire home/apt
22167,2.0,313.0,8.0,4.81,40.66315,-73.99262,117,5.627338585693313,f,Shared room
22168,2.0,130.0,222.0,4.8,40.73756,-73.99825,140,2.8376601524583887,f,Entire home/apt
22169,2.0,83.0,4.0,4.88,40.68281,-73.88062,144,11.082356908783662,f,Private room
22170,6.0,154.0,222.0,4.63,40.85177,-73.9323,334,16.660020140868347,f,Entire home/apt
22171,2.0,246.0,11.0,4.96,40.70698,-73.95028,365,4.741101600655647,t,Entire home/apt
22172,2.0,143.0,1.0,4.97,40.70382,-73.83087,321,14.796217950659482,f,Private room
22173,2.0,90.0,2.0,4.86,40.68055,-73.93951,83,6.651139360771886,f,Entire home/apt
22174,2.0,246.0,3.0,4.91,40.71654,-73.94237,291,5.380875740321805,f,Shared room
22175,2.0,180.0,1.0,4.86,40.8809530529571,-73.91732449206545,365,20.14059726790654,t,Private room
22176,4.0,254.0,85.0,5.0,40.81534,-73.94487,364,12.518184503211033,f,Entire home/apt
22177,1.0,55.0,9.0,4.84,40.68906,-73.87221,347,11.582671100411595,f,Private room
22179,2.0,87.0,1.0,5.0,40.84006,-73.93542,61,15.355893265173291,f,Private room
22180,2.0,119.0,1.0,5.0,40.6288717,-74.1269552,179,13.819560929697507,f,Private room
22181,2.0,215.0,1.0,4.98,40.6484658,-73.9174968,238,10.333270405927864,f,Private room
22183,3.0,150.0,1.0,4.83,40.7657,-73.92092,184,9.27869783387368,f,Entire home/apt
22185,3.0,175.0,261.0,4.5,40.7663381,-73.9890258,291,6.130598842414554,f,Entire home/apt
22186,1.0,99.0,2.0,4.8,40.58263,-73.95803,343,15.022035688748174,f,Private room
22187,4.0,250.0,3.0,5.0,40.8058285,-73.9539762,365,11.241920674196145,f,Entire home/apt
22188,3.0,115.0,9.0,5.0,40.597922084349655,-73.74731004238129,181,25.283144763801772,f,Entire home/apt
22189,1.0,70.0,2.0,5.0,40.85642,-73.9303,191,17.202545424544194,f,Private room
22190,1.0,120.0,4.0,4.86,40.72717,-73.98863,362,2.1738115397075877,f,Private room
22192,2.0,125.0,1.0,4.87,40.8109,-73.80372,365,20.2348643876886,t,Private room
22193,1.0,75.0,1.0,4.67,40.63452,-74.16582,365,16.039185256300907,f,Private room
22194,2.0,270.0,7.0,5.0,40.68180400247658,-73.99845505469206,147,3.4971711408757917,f,Entire home/apt
22195,1.0,75.0,2.0,4.5,40.80063,-73.96332,365,10.414811875488729,f,Private room
22196,2.0,127.0,16.0,4.83,40.80195,-73.96906,180,10.397854171793616,f,Private room
22198,4.0,309.0,1.0,4.75,40.69063,-73.941778,266,5.946525288307972,f,Entire home/apt
22200,2.0,78.0,7.0,5.0,40.68716,-73.91644,180,8.068728405478854,f,Private room
22201,2.0,422.0,5.0,4.86,40.74013,-73.98152,356,3.6802993462403455,t,Entire home/apt
22202,2.0,180.0,1.0,5.0,40.6847,-73.93248,358,6.938516603722368,f,Entire home/apt
22203,3.0,150.0,66.0,4.91,40.76845,-73.95568,169,7.508255630477572,f,Entire home/apt
22204,1.0,53.0,5.0,4.93,40.64194,-73.95234,276,9.079937265588555,f,Private room
22205,9.0,388.0,4.0,4.7,40.70418,-73.79819,364,17.543348616172914,f,Entire home/apt
22206,2.0,89.0,1.0,4.68,40.655250849778525,-73.95686265081167,270,7.61739999123089,t,Private room
22207,6.0,108.0,2.0,4.76,40.65913,-73.8935,179,11.20379066182482,f,Entire home/apt
22209,1.0,50.0,2.0,5.0,40.75875,-73.91629,364,9.12901518795372,f,Private room
22210,2.0,99.0,2.0,4.89,40.83784,-73.94114,73,14.945935309780408,f,Private room
22211,4.0,225.0,8.0,4.0,40.62983,-73.96376,365,9.882738392887472,f,Private room
22213,2.0,94.0,21.0,4.8,40.69774,-73.90831,176,8.402900133893317,t,Private room
22214,2.0,110.0,1.0,4.91,40.6249207,-73.93380069999999,247,11.50763721120277,f,Private room
22215,2.0,65.0,7.0,4.33,40.64226,-73.95566,364,8.912358123958736,t,Private room
22216,3.0,87.0,3.0,4.86,40.74062,-73.92702,83,7.343727552877182,f,Entire home/apt
22218,4.0,59.0,2.0,4.86,40.66144,-73.74082,331,23.07626941356939,t,Entire home/apt
22219,2.0,86.0,1.0,4.71,40.59709,-73.79926,331,21.66886292059265,f,Private room
22220,2.0,60.0,3.0,5.0,40.652328885638816,-73.96216524662702,237,7.66666104186036,f,Private room
22222,2.0,224.0,1.0,5.0,40.68258,-73.91298,364,8.529590929067886,f,Private room
22223,2.0,131.0,1.0,4.86,40.72092,-73.99577,309,1.2551081912229316,t,Entire home/apt
22224,4.0,161.0,2.0,4.75,40.71128,-73.9535,365,4.429197637811264,f,Private room
22227,2.0,176.0,1.0,4.86,40.64599183202577,-73.89391188621977,362,12.018003590418243,f,Private room
22228,2.0,139.0,1.0,4.94,40.77272,-73.90865,114,10.572774108461793,f,Private room
22230,2.0,181.0,6.0,4.63,40.798089670465366,-73.9663398289194,290,10.062897402332318,f,Entire home/apt
22231,1.0,164.0,9.0,5.0,40.77179,-73.99372,298,6.648570058719571,f,Private room
22232,2.0,101.0,1.0,4.9,40.699586,-73.733054,242,23.055041243653722,t,Private room
22233,4.0,666.0,13.0,5.0,40.7645120386825,-73.9779117433655,93,6.22592670776055,t,Private room
22234,4.0,237.0,125.0,4.86,40.74304,-73.97352,365,4.342616916555399,f,Entire home/apt
22235,2.0,487.0,13.0,5.0,40.7645120386825,-73.9779117433655,104,6.22592670776055,t,Private room
22236,7.0,120.0,3.0,4.75,40.59614,-73.76051,240,24.43329106872824,f,Entire home/apt
22237,7.0,248.0,7.0,4.96,40.65518,-73.74397,270,23.003842396726338,f,Private room
22238,2.0,103.0,7.0,4.88,40.6900707,-73.9196438,336,7.704576584724533,t,Entire home/apt
22239,4.0,110.0,4.0,4.91,40.69803,-73.89703,356,9.331030752141348,f,Entire home/apt
22240,3.0,115.0,6.0,5.0,40.73167,-73.7371,273,22.759839330144278,f,Entire home/apt
22241,2.0,59.0,3.0,4.88,40.66603,-73.92886,60,8.323556042824967,f,Private room
22246,2.0,666.0,13.0,4.86,40.7645120386825,-73.9779117433655,95,6.22592670776055,t,Private room
22248,4.0,1552.0,13.0,4.86,40.7645120386825,-73.9779117433655,96,6.22592670776055,t,Private room
22249,4.0,860.0,13.0,4.86,40.7645120386825,-73.9779117433655,98,6.22592670776055,t,Private room
22250,4.0,1185.0,13.0,4.86,40.7643688,-73.9779065,96,6.211368420974731,t,Private room
22251,2.0,405.0,12.0,5.0,40.7566277,-73.979546,255,5.366751905332951,t,Private room
22253,4.0,1617.0,12.0,4.86,40.75663,-73.97955,285,5.366844469933233,t,Private room
22254,2.0,75.0,22.0,4.86,40.73214,-73.84809,269,13.482621750915474,f,Private room
22256,6.0,268.0,125.0,4.86,40.74269,-73.97373,332,4.301270592121724,f,Entire home/apt
22257,3.0,124.0,2.0,5.0,40.76051,-73.92059,273,8.946074973627603,f,Entire home/apt
22258,2.0,153.0,2.0,4.79,40.68389,-73.9395,138,6.4595479060239125,f,Private room
22259,5.0,250.0,2.0,5.0,40.78435,-73.94839,273,9.326811408528355,f,Entire home/apt
22261,4.0,856.0,5.0,4.86,40.73332389999999,-74.0021707,286,2.3129514301701906,t,Entire home/apt
22262,2.0,106.0,7.0,4.64,40.64575,-73.90889,245,11.070124443330615,t,Private room
22263,2.0,130.0,2.0,4.85,40.70485,-73.87806,166,10.820804588426004,f,Entire home/apt
22264,2.0,149.0,2.0,4.86,40.82214,-73.92868,311,13.79961351912672,t,Private room
22265,2.0,117.0,9.0,5.0,40.71131949999999,-73.9082014,365,8.245769744319752,t,Private room
22266,2.0,439.0,5.0,4.86,40.7390917,-74.0015969,331,2.9550476560338175,t,Entire home/apt
22267,14.0,519.0,11.0,4.86,40.70405,-73.89761,364,9.188292660253959,f,Entire home/apt
22268,2.0,108.0,9.0,4.5,40.71131949999999,-73.9082014,365,8.245769744319752,f,Private room
22269,2.0,108.0,9.0,5.0,40.71131949999999,-73.9082014,365,8.245769744319752,t,Private room
22270,2.0,117.0,9.0,4.78,40.7119,-73.90896,365,8.180825637387283,t,Private room
22272,1.0,105.0,2.0,4.5,40.67753,-73.92585,268,7.809943189777373,f,Private room
22274,2.0,165.0,4.0,4.78,40.7617467,-73.80524919999999,365,17.771738436295465,f,Private room
22275,2.0,249.0,2.0,5.0,40.67571259961132,-73.98076180368662,364,4.633987344058453,f,Entire home/apt
22278,4.0,190.0,1.0,4.73,40.67708727238902,-73.91643528034007,363,8.52889856590146,f,Entire home/apt
22279,2.0,90.0,1.0,5.0,40.8515603,-73.8509612,319,20.21751368154812,f,Entire home/apt
22280,4.0,378.0,5.0,4.86,40.7652495,-73.9896832,352,6.000023165517923,t,Entire home/apt
22281,2.0,700.0,1.0,4.86,40.7131,-73.96059,365,3.8288565794291296,f,Entire home/apt
22283,2.0,52.0,1.0,4.83,40.84761,-73.94097,218,15.966848302950478,f,Private room
22285,2.0,160.0,1.0,4.59,40.7311839,-73.95796159999999,270,4.539920680794075,f,Private room
22288,2.0,405.0,14.0,4.67,40.764735605917,-73.9773830117433,267,6.2659385596752815,t,Private room
22289,2.0,555.0,14.0,4.86,40.764735605917,-73.9773830117433,252,6.2659385596752815,t,Private room
22290,4.0,991.0,14.0,4.86,40.76474,-73.97738,157,6.266487156896161,t,Private room
22291,4.0,1294.0,14.0,4.86,40.764735605917,-73.9773830117433,199,6.2659385596752815,t,Private room
22292,6.0,600.0,2.0,4.86,40.6617,-73.9594,358,6.902422718510436,f,Entire home/apt
22294,2.0,75.0,1.0,4.97,40.68597,-73.79981,0,17.636201830018734,f,Entire home/apt
22296,2.0,117.0,6.0,3.0,40.60724,-74.06826,270,12.851219088759375,f,Entire home/apt
22297,2.0,300.0,2.0,4.5,40.7466630752518,-73.9900666146469,362,4.005562557888779,f,Entire home/apt
22298,4.0,140.0,3.0,4.97,40.6261876,-74.08396809999999,263,11.65433328616557,f,Entire home/apt
22299,1.0,85.0,4.0,4.91,40.674209551900425,-73.91881819814444,136,8.508174465820924,f,Private room
22301,2.0,186.0,1.0,4.98,40.6717259,-73.9771604,87,5.167685710134816,f,Private room
22302,2.0,735.0,14.0,4.86,40.764735605917,-73.9773830117433,266,6.2659385596752815,t,Private room
22303,2.0,970.0,14.0,4.86,40.764735605917,-73.9773830117433,263,6.2659385596752815,t,Private room
22305,2.0,124.0,1.0,4.86,40.82379,-73.92611,365,14.063859194243584,f,Entire home/apt
22307,4.0,267.0,1.0,4.9,40.68402,-73.97276,185,4.248499489729413,f,Entire home/apt
22308,2.0,445.0,5.0,4.86,40.730657,-73.988651,57,2.4730159160285825,t,Entire home/apt
22309,2.0,60.0,311.0,4.0,40.7028,-73.94369,60,5.368183927087499,f,Private room
22310,7.0,290.0,8.0,5.0,40.80829,-73.91863,357,12.925961153917509,f,Private room
22311,4.0,215.0,7.0,4.86,40.71414311105654,-73.99326894432306,252,1.085762427491274,f,Entire home/apt
22312,2.0,199.0,2.0,4.91,40.65954,-73.9555,186,7.288374043830518,f,Entire home/apt
22313,2.0,89.0,1.0,4.92,40.62924,-74.02577,67,9.431769991056731,f,Entire home/apt
22314,6.0,120.0,11.0,4.86,40.63146,-74.12369,270,13.422006390107635,t,Entire home/apt
22315,1.0,75.0,2.0,5.0,40.70098328117943,-73.75617825218555,365,21.099707621760594,t,Private room
22316,8.0,469.0,128.0,4.8,40.77152,-73.95262,234,7.935535686369961,f,Entire home/apt
22317,2.0,74.0,3.0,5.0,40.76258,-73.90628,180,10.06668694201319,f,Private room
22318,1.0,53.0,3.0,5.0,40.76035,-73.9039,240,10.102636334108178,f,Private room
22319,1.0,46.0,3.0,5.0,40.76067,-73.90447,241,10.080522769978819,f,Private room
22320,2.0,219.0,1.0,4.84,40.72768,-73.9912,306,2.0791923694997894,f,Entire home/apt
22321,2.0,245.0,1.0,4.82,40.75717,-73.96741,177,5.916150046631378,f,Entire home/apt
22329,2.0,43.0,37.0,4.17,40.70057,-73.93915,355,5.796089921675597,f,Private room
22332,3.0,130.0,3.0,4.38,40.6466201,-73.9474399,269,8.85626651111157,t,Entire home/apt
22333,2.0,353.0,5.0,4.86,40.7223006,-73.9954205,119,1.389336706191134,t,Entire home/apt
22334,4.0,708.0,5.0,4.86,40.77507249999999,-73.98864979999996,310,7.0850637406687005,t,Entire home/apt
22335,5.0,137.0,22.0,4.5,40.7331431,-73.8483534,341,13.478948186082077,f,Entire home/apt
22336,4.0,240.0,1.0,4.86,40.67154548441004,-73.95360362337279,268,6.363665145228151,t,Entire home/apt
22337,2.0,50.0,5.0,5.0,40.70973,-73.80849,0,16.65203760391774,f,Private room
22338,1.0,54.0,5.0,4.5,40.71171,-73.80844,88,16.653051729830082,f,Private room
22339,4.0,101.0,3.0,4.86,40.76451368487214,-73.88349327918405,365,11.820147274454921,t,Entire home/apt
22341,6.0,182.0,6.0,4.7,40.65918,-73.94173,365,8.051984959582573,f,Entire home/apt
22342,1.0,124.0,3.0,5.0,40.76257,-73.97725,326,6.048902961801109,f,Private room
22343,4.0,165.0,1.0,4.94,40.66189,-73.98598,198,5.899954319230722,f,Entire home/apt
22344,1.0,650.0,1.0,4.86,40.79223,-73.94057,364,10.41822520295875,f,Private room
22345,4.0,265.0,1.0,4.89,40.6504,-73.94943,305,8.414267807812612,f,Entire home/apt
22346,2.0,124.0,3.0,4.89,40.6555,-73.90648,351,10.53253681999535,f,Private room
22347,2.0,122.0,3.0,4.9,40.6574220038728,-73.90677325445647,342,10.384775620381363,f,Private room
22348,2.0,265.0,2.0,4.87,40.71594,-73.992859,179,1.1649359778575805,f,Private room
22350,4.0,283.0,1.0,5.0,40.7219,-73.996,210,1.3238521062283226,f,Entire home/apt
22351,3.0,100.0,1.0,4.86,40.70344612448493,-73.83458311671613,45,14.486898901620581,f,Entire home/apt
22352,2.0,126.0,60.0,4.75,40.7606,-73.98883,286,5.5165221519476475,f,Entire home/apt
22353,2.0,116.0,7.0,4.85,40.74001,-73.91885,210,7.9469743700043995,t,Private room
22354,2.0,175.0,9.0,4.75,40.74165619158139,-73.7877759570175,365,18.669397291366664,t,Private room
22355,2.0,85.0,4.0,4.71,40.68863,-73.75079,336,21.681652707389553,t,Private room
22356,2.0,160.0,3.0,5.0,40.67133,-73.96107,166,5.962321185142183,f,Entire home/apt
22357,1.0,46.0,1.0,5.0,40.83369,-73.87373,335,17.464234738966052,f,Private room
22358,2.0,327.0,5.0,4.86,40.78617,-73.94998850000002,334,9.432072172308265,t,Entire home/apt
22359,6.0,140.0,1.0,4.85,40.67406,-73.76267,251,20.9619096153747,t,Private room
22360,6.0,295.0,11.0,4.92,40.78836,-73.96834,365,8.98877585518188,f,Entire home/apt
22361,16.0,4100.0,14.0,4.86,40.67646,-73.96993,364,5.051635071934585,f,Entire home/apt
22362,3.0,215.0,10.0,4.44,40.79452,-73.97467,348,9.47034002298343,t,Entire home/apt
22367,2.0,107.0,3.0,4.84,40.65738,-73.90871,297,10.256444341860888,f,Private room
22369,2.0,906.0,2.0,4.86,40.7513000619654,-73.9848183101838,280,4.646026577571157,t,Private room
22371,2.0,78.0,2.0,4.86,40.7201831,-73.9056808,365,8.496703261710172,t,Private room
22372,1.0,55.0,7.0,4.95,40.740706,-73.90764,286,8.854298652711302,f,Private room
22373,5.0,237.0,225.0,5.0,40.76502,-73.98361,352,6.11333009290936,f,Entire home/apt
22374,4.0,238.0,225.0,4.86,40.74453,-73.97282,351,4.508765852740804,f,Entire home/apt
22375,2.0,153.0,125.0,4.86,40.76939,-73.95498,255,7.6278097481418445,f,Entire home/apt
22376,1.0,50.0,1.0,4.94,40.67253789407009,-73.92208911410326,90,8.368904178241042,f,Private room
22377,1.0,51.0,1569.0,4.86,40.69436,-73.94764,365,5.327842740537464,f,Private room
22378,2.0,179.0,2.0,5.0,40.66715,-73.88862,179,11.120043352035008,f,Private room
22379,1.0,59.0,1569.0,5.0,40.80065,-73.96413,365,10.39354299297912,f,Private room
22380,4.0,128.0,1.0,5.0,40.67066,-73.87602,363,11.91654834858517,f,Entire home/apt
22383,1.0,46.0,1569.0,4.86,40.69485,-73.94541,365,5.4819236571716825,f,Private room
22384,4.0,233.0,2.0,5.0,40.67957,-73.97867,154,4.348414766234446,f,Entire home/apt
22385,1.0,66.0,3.0,4.69,40.69428,-73.83535,28,14.531947280679681,f,Private room
22386,12.0,401.0,11.0,5.0,40.70262,-73.898,364,9.17382066298215,f,Entire home/apt
22387,2.0,243.0,125.0,4.86,40.78176,-73.95405,306,8.836529344516078,f,Entire home/apt
